2025-01-15 10:44:30 | INFO | __main__ | Starting DB ingestion process...
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=IOC at path=data/stock_prices/ioc_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=TECHM at path=data/stock_prices/techm_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=SBIN at path=data/stock_prices/sbin_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=LT at path=data/stock_prices/lt_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=INDIGO at path=data/stock_prices/indigo_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ONGC at path=data/stock_prices/ongc_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=DLF at path=data/stock_prices/dlf_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ULTRACEMCO at path=data/stock_prices/ultracemco_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=IRFC at path=data/stock_prices/irfc_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ADANIPORTS at path=data/stock_prices/adaniports_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=VEDL at path=data/stock_prices/vedl_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=HDFCBANK at path=data/stock_prices/hdfcbank_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=INFY at path=data/stock_prices/infy_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=BPCL at path=data/stock_prices/bpcl_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=TRENT at path=data/stock_prices/trent_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=HAL at path=data/stock_prices/hal_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=SHREECEM at path=data/stock_prices/shreecem_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=RELIANCE at path=data/stock_prices/reliance_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=JIOFIN at path=data/stock_prices/jiofin_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=PNB at path=data/stock_prices/pnb_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=PIDILITIND at path=data/stock_prices/pidilitind_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=TATASTEEL at path=data/stock_prices/tatasteel_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=IRCTC at path=data/stock_prices/irctc_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=INDUSINDBK at path=data/stock_prices/indusindbk_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ADANIENT at path=data/stock_prices/adanient_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=JSWSTEEL at path=data/stock_prices/jswsteel_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=TVSMOTOR at path=data/stock_prices/tvsmotor_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=GRASIM at path=data/stock_prices/grasim_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=HINDALCO at path=data/stock_prices/hindalco_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=HCLTECH at path=data/stock_prices/hcltech_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=BHARTIARTL at path=data/stock_prices/bhartiartl_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=SIEMENS at path=data/stock_prices/siemens_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=HEROMOTOCO at path=data/stock_prices/heromotoco_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ITC at path=data/stock_prices/itc_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=BANKBARODA at path=data/stock_prices/bankbaroda_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=DABUR at path=data/stock_prices/dabur_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=BEL at path=data/stock_prices/bel_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=BAJAJ-AUTO at path=data/stock_prices/bajaj-auto_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=WIPRO at path=data/stock_prices/wipro_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=EICHERMOT at path=data/stock_prices/eichermot_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=LICI at path=data/stock_prices/lici_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=LTIM at path=data/stock_prices/ltim_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ATGL at path=data/stock_prices/atgl_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=APOLLOHOSP at path=data/stock_prices/apollohosp_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=TCS at path=data/stock_prices/tcs_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ABB at path=data/stock_prices/abb_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=CIPLA at path=data/stock_prices/cipla_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=JINDALSTEL at path=data/stock_prices/jindalstel_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ICICIBANK at path=data/stock_prices/icicibank_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=BOSCHLTD at path=data/stock_prices/boschltd_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=HAVELLS at path=data/stock_prices/havells_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=NAUKRI at path=data/stock_prices/naukri_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=CHOLAFIN at path=data/stock_prices/cholafin_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=HINDUNILVR at path=data/stock_prices/hindunilvr_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=VBL at path=data/stock_prices/vbl_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=SUNPHARMA at path=data/stock_prices/sunpharma_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ICICIGI at path=data/stock_prices/icicigi_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ASIANPAINT at path=data/stock_prices/asianpaint_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=TATAMOTORS at path=data/stock_prices/tatamotors_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=TITAN at path=data/stock_prices/titan_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=GODREJCP at path=data/stock_prices/godrejcp_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=LODHA at path=data/stock_prices/lodha_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ICICIPRULI at path=data/stock_prices/icicipruli_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=ZYDUSLIFE at path=data/stock_prices/zyduslife_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=UNITDSPR at path=data/stock_prices/unitdspr_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=M&M at path=data/stock_prices/m&m_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=BRITANNIA at path=data/stock_prices/britannia_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=TORNTPHARM at path=data/stock_prices/torntpharm_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=DRREDDY at path=data/stock_prices/drreddy_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=SBILIFE at path=data/stock_prices/sbilife_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=TATACONSUM at path=data/stock_prices/tataconsum_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=NESTLEIND at path=data/stock_prices/nestleind_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=AXISBANK at path=data/stock_prices/axisbank_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=SHRIRAMFIN at path=data/stock_prices/shriramfin_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=HDFCLIFE at path=data/stock_prices/hdfclife_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=DIVISLAB at path=data/stock_prices/divislab_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=BAJFINANCE at path=data/stock_prices/bajfinance_historical_prices.json
2025-01-15 10:49:33 | WARNING | __main__ | No price file found for symbol=BAJAJFINSV at path=data/stock_prices/bajajfinsv_historical_prices.json
2025-01-15 10:49:33 | INFO | __main__ | DB ingestion complete.
2025-01-15 10:55:47 | INFO | __main__ | Starting DB ingestion process...
2025-01-15 10:55:47 | INFO | __main__ | Ensured 'stocks' and 'stock_prices' tables and indexes exist.
2025-01-15 10:55:47 | INFO | __main__ | Found 100 records with priority=0 from E:\smarket\data-ingestion\data\indices\transformed_stock_list.json
2025-01-15 10:55:48 | INFO | __main__ | Done ingesting stocks into DB from E:\smarket\data-ingestion\data\indices\transformed_stock_list.json
2025-01-15 10:55:48 | INFO | __main__ | Ingesting 705 price rows for symbol=BHEL (stock_id=2).
2025-01-15 10:57:22 | INFO | __main__ | Starting DB ingestion process...
2025-01-15 10:57:22 | INFO | __main__ | Ensured 'stocks' and 'stock_prices' tables and indexes exist.
2025-01-15 10:57:22 | INFO | __main__ | Found 100 records with priority=0 from E:\smarket\data-ingestion\data\indices\transformed_stock_list.json
2025-01-15 10:57:22 | INFO | __main__ | Done ingesting stocks into DB from E:\smarket\data-ingestion\data\indices\transformed_stock_list.json
2025-01-15 10:57:22 | INFO | __main__ | Ingesting 705 price rows for symbol=NTPC (stock_id=3).
2025-01-15 10:58:22 | INFO | __main__ | Starting DB ingestion process...
2025-01-15 10:58:22 | INFO | __main__ | Ensured 'stocks' and 'stock_prices' tables and indexes exist.
2025-01-15 10:58:22 | INFO | __main__ | Found 100 records with priority=0 from E:\smarket\data-ingestion\data\indices\transformed_stock_list.json
2025-01-15 10:58:23 | INFO | __main__ | Done ingesting stocks into DB from E:\smarket\data-ingestion\data\indices\transformed_stock_list.json
2025-01-15 10:58:23 | INFO | __main__ | Ingesting 495 price rows for symbol=ADANIGREEN (stock_id=4).
2025-01-15 10:58:27 | INFO | __main__ | Done ingesting price data for ADANIGREEN from e:\smarket\data-ingestion\scripts\..\data/stock_prices/adanigreen_historical_prices.json
2025-01-15 10:58:27 | INFO | __main__ | Ingesting 285 price rows for symbol=ZOMATO (stock_id=5).
2025-01-15 10:58:29 | INFO | __main__ | Done ingesting price data for ZOMATO from e:\smarket\data-ingestion\scripts\..\data/stock_prices/zomato_historical_prices.json
2025-01-15 10:58:29 | INFO | __main__ | Ingesting 705 price rows for symbol=BHEL (stock_id=2).
2025-01-15 10:58:35 | INFO | __main__ | Done ingesting price data for BHEL from e:\smarket\data-ingestion\scripts\..\data/stock_prices/bhel_historical_prices.json
2025-01-15 10:58:35 | INFO | __main__ | Ingesting 705 price rows for symbol=NTPC (stock_id=3).
2025-01-15 10:58:41 | INFO | __main__ | Done ingesting price data for NTPC from e:\smarket\data-ingestion\scripts\..\data/stock_prices/ntpc_historical_prices.json
2025-01-15 10:58:41 | INFO | __main__ | Ingesting 705 price rows for symbol=TATAPOWER (stock_id=9).
2025-01-15 10:58:47 | INFO | __main__ | Done ingesting price data for TATAPOWER from e:\smarket\data-ingestion\scripts\..\data/stock_prices/tatapower_historical_prices.json
2025-01-15 10:58:47 | INFO | __main__ | Ingesting 705 price rows for symbol=JSWENERGY (stock_id=10).
2025-01-15 10:58:53 | INFO | __main__ | Done ingesting price data for JSWENERGY from e:\smarket\data-ingestion\scripts\..\data/stock_prices/jswenergy_historical_prices.json
2025-01-15 10:58:53 | INFO | __main__ | Ingesting 705 price rows for symbol=NHPC (stock_id=7).
2025-01-15 10:58:59 | INFO | __main__ | Done ingesting price data for NHPC from e:\smarket\data-ingestion\scripts\..\data/stock_prices/nhpc_historical_prices.json
2025-01-15 10:58:59 | INFO | __main__ | Ingesting 705 price rows for symbol=MARUTI (stock_id=8).
2025-01-15 10:59:05 | INFO | __main__ | Done ingesting price data for MARUTI from e:\smarket\data-ingestion\scripts\..\data/stock_prices/maruti_historical_prices.json
2025-01-15 10:59:05 | INFO | __main__ | Ingesting 705 price rows for symbol=BAJAJHLDNG (stock_id=14).
2025-01-15 10:59:11 | INFO | __main__ | Done ingesting price data for BAJAJHLDNG from e:\smarket\data-ingestion\scripts\..\data/stock_prices/bajajhldng_historical_prices.json
2025-01-15 10:59:11 | INFO | __main__ | Ingesting 705 price rows for symbol=RECLTD (stock_id=15).
2025-01-15 10:59:17 | INFO | __main__ | Done ingesting price data for RECLTD from e:\smarket\data-ingestion\scripts\..\data/stock_prices/recltd_historical_prices.json
2025-01-15 10:59:17 | INFO | __main__ | Ingesting 705 price rows for symbol=COALINDIA (stock_id=12).
2025-01-15 10:59:24 | INFO | __main__ | Done ingesting price data for COALINDIA from e:\smarket\data-ingestion\scripts\..\data/stock_prices/coalindia_historical_prices.json
2025-01-15 10:59:24 | INFO | __main__ | Ingesting 705 price rows for symbol=UNIONBANK (stock_id=13).
2025-01-15 10:59:30 | INFO | __main__ | Done ingesting price data for UNIONBANK from e:\smarket\data-ingestion\scripts\..\data/stock_prices/unionbank_historical_prices.json
2025-01-15 10:59:30 | INFO | __main__ | Ingesting 705 price rows for symbol=CANBK (stock_id=19).
2025-01-15 10:59:36 | INFO | __main__ | Done ingesting price data for CANBK from e:\smarket\data-ingestion\scripts\..\data/stock_prices/canbk_historical_prices.json
2025-01-15 10:59:36 | INFO | __main__ | Ingesting 705 price rows for symbol=AMBUJACEM (stock_id=20).
2025-01-15 10:59:42 | INFO | __main__ | Done ingesting price data for AMBUJACEM from e:\smarket\data-ingestion\scripts\..\data/stock_prices/ambujacem_historical_prices.json
2025-01-15 10:59:42 | INFO | __main__ | Ingesting 565 price rows for symbol=DMART (stock_id=17).
2025-01-15 10:59:47 | INFO | __main__ | Done ingesting price data for DMART from e:\smarket\data-ingestion\scripts\..\data/stock_prices/dmart_historical_prices.json
2025-01-15 10:59:47 | INFO | __main__ | Ingesting 705 price rows for symbol=ADANIENSOL (stock_id=18).
2025-01-15 10:59:53 | INFO | __main__ | Done ingesting price data for ADANIENSOL from e:\smarket\data-ingestion\scripts\..\data/stock_prices/adaniensol_historical_prices.json
2025-01-15 10:59:53 | INFO | __main__ | Ingesting 705 price rows for symbol=TECHM (stock_id=24).
2025-01-15 10:59:59 | INFO | __main__ | Done ingesting price data for TECHM from e:\smarket\data-ingestion\scripts\..\data/stock_prices/techm_historical_prices.json
2025-01-15 10:59:59 | INFO | __main__ | Ingesting 707 price rows for symbol=SBIN (stock_id=25).
2025-01-15 11:00:05 | INFO | __main__ | Done ingesting price data for SBIN from e:\smarket\data-ingestion\scripts\..\data/stock_prices/sbin_historical_prices.json
2025-01-15 11:00:05 | INFO | __main__ | Ingesting 705 price rows for symbol=GAIL (stock_id=22).
2025-01-15 11:00:10 | INFO | __main__ | Done ingesting price data for GAIL from e:\smarket\data-ingestion\scripts\..\data/stock_prices/gail_historical_prices.json
2025-01-15 11:00:10 | INFO | __main__ | Ingesting 705 price rows for symbol=IOC (stock_id=23).
2025-01-15 11:00:16 | INFO | __main__ | Done ingesting price data for IOC from e:\smarket\data-ingestion\scripts\..\data/stock_prices/ioc_historical_prices.json
2025-01-15 11:00:16 | INFO | __main__ | Ingesting 705 price rows for symbol=DLF (stock_id=29).
2025-01-15 11:00:22 | INFO | __main__ | Done ingesting price data for DLF from e:\smarket\data-ingestion\scripts\..\data/stock_prices/dlf_historical_prices.json
2025-01-15 11:00:22 | INFO | __main__ | Ingesting 705 price rows for symbol=ULTRACEMCO (stock_id=30).
2025-01-15 11:00:28 | INFO | __main__ | Done ingesting price data for ULTRACEMCO from e:\smarket\data-ingestion\scripts\..\data/stock_prices/ultracemco_historical_prices.json
2025-01-15 11:00:28 | INFO | __main__ | Ingesting 671 price rows for symbol=INDIGO (stock_id=27).
2025-01-15 11:00:34 | INFO | __main__ | Done ingesting price data for INDIGO from e:\smarket\data-ingestion\scripts\..\data/stock_prices/indigo_historical_prices.json
2025-01-15 11:00:34 | INFO | __main__ | Ingesting 705 price rows for symbol=ONGC (stock_id=28).
2025-01-15 11:00:39 | INFO | __main__ | Done ingesting price data for ONGC from e:\smarket\data-ingestion\scripts\..\data/stock_prices/ongc_historical_prices.json
2025-01-15 11:00:39 | INFO | __main__ | Ingesting 705 price rows for symbol=HDFCBANK (stock_id=34).
2025-01-15 11:00:45 | INFO | __main__ | Done ingesting price data for HDFCBANK from e:\smarket\data-ingestion\scripts\..\data/stock_prices/hdfcbank_historical_prices.json
2025-01-15 11:00:45 | INFO | __main__ | Ingesting 705 price rows for symbol=INFY (stock_id=35).
2025-01-15 11:00:51 | INFO | __main__ | Done ingesting price data for INFY from e:\smarket\data-ingestion\scripts\..\data/stock_prices/infy_historical_prices.json
2025-01-15 11:00:51 | INFO | __main__ | Ingesting 705 price rows for symbol=ADANIPORTS (stock_id=32).
2025-01-15 11:00:57 | INFO | __main__ | Done ingesting price data for ADANIPORTS from e:\smarket\data-ingestion\scripts\..\data/stock_prices/adaniports_historical_prices.json
2025-01-15 11:00:57 | INFO | __main__ | Ingesting 705 price rows for symbol=VEDL (stock_id=33).
2025-01-15 11:01:03 | INFO | __main__ | Done ingesting price data for VEDL from e:\smarket\data-ingestion\scripts\..\data/stock_prices/vedl_historical_prices.json
2025-01-15 11:01:03 | INFO | __main__ | Ingesting 705 price rows for symbol=SHREECEM (stock_id=39).
2025-01-15 11:01:08 | INFO | __main__ | Done ingesting price data for SHREECEM from e:\smarket\data-ingestion\scripts\..\data/stock_prices/shreecem_historical_prices.json
2025-01-15 11:01:08 | INFO | __main__ | Ingesting 705 price rows for symbol=RELIANCE (stock_id=40).
2025-01-15 11:01:14 | INFO | __main__ | Done ingesting price data for RELIANCE from e:\smarket\data-ingestion\scripts\..\data/stock_prices/reliance_historical_prices.json
2025-01-15 11:01:14 | INFO | __main__ | Ingesting 705 price rows for symbol=TRENT (stock_id=37).
2025-01-15 11:01:20 | INFO | __main__ | Done ingesting price data for TRENT from e:\smarket\data-ingestion\scripts\..\data/stock_prices/trent_historical_prices.json
2025-01-15 11:01:20 | INFO | __main__ | Ingesting 495 price rows for symbol=HAL (stock_id=38).
2025-01-15 11:01:24 | INFO | __main__ | Done ingesting price data for HAL from e:\smarket\data-ingestion\scripts\..\data/stock_prices/hal_historical_prices.json
2025-01-15 11:01:24 | INFO | __main__ | Ingesting 705 price rows for symbol=TATASTEEL (stock_id=44).
2025-01-15 11:01:30 | INFO | __main__ | Done ingesting price data for TATASTEEL from e:\smarket\data-ingestion\scripts\..\data/stock_prices/tatasteel_historical_prices.json
2025-01-15 11:01:30 | INFO | __main__ | Ingesting 412 price rows for symbol=IRCTC (stock_id=45).
2025-01-15 11:01:33 | INFO | __main__ | Done ingesting price data for IRCTC from e:\smarket\data-ingestion\scripts\..\data/stock_prices/irctc_historical_prices.json
2025-01-15 11:01:34 | INFO | __main__ | Ingesting 705 price rows for symbol=PNB (stock_id=42).
2025-01-15 11:01:39 | INFO | __main__ | Done ingesting price data for PNB from e:\smarket\data-ingestion\scripts\..\data/stock_prices/pnb_historical_prices.json
2025-01-15 11:01:39 | INFO | __main__ | Ingesting 705 price rows for symbol=PIDILITIND (stock_id=43).
2025-01-15 11:01:45 | INFO | __main__ | Done ingesting price data for PIDILITIND from e:\smarket\data-ingestion\scripts\..\data/stock_prices/pidilitind_historical_prices.json
2025-01-15 11:01:45 | INFO | __main__ | Ingesting 705 price rows for symbol=TVSMOTOR (stock_id=49).
2025-01-15 11:01:51 | INFO | __main__ | Done ingesting price data for TVSMOTOR from e:\smarket\data-ingestion\scripts\..\data/stock_prices/tvsmotor_historical_prices.json
2025-01-15 11:01:51 | INFO | __main__ | Ingesting 705 price rows for symbol=GRASIM (stock_id=50).
2025-01-15 11:01:57 | INFO | __main__ | Done ingesting price data for GRASIM from e:\smarket\data-ingestion\scripts\..\data/stock_prices/grasim_historical_prices.json
2025-01-15 11:01:57 | INFO | __main__ | Ingesting 705 price rows for symbol=ADANIENT (stock_id=47).
2025-01-15 11:02:03 | INFO | __main__ | Done ingesting price data for ADANIENT from e:\smarket\data-ingestion\scripts\..\data/stock_prices/adanient_historical_prices.json
2025-01-15 11:02:03 | INFO | __main__ | Ingesting 705 price rows for symbol=JSWSTEEL (stock_id=48).
2025-01-15 11:02:08 | INFO | __main__ | Done ingesting price data for JSWSTEEL from e:\smarket\data-ingestion\scripts\..\data/stock_prices/jswsteel_historical_prices.json
2025-01-15 11:02:08 | INFO | __main__ | Ingesting 705 price rows for symbol=SIEMENS (stock_id=54).
2025-01-15 11:02:14 | INFO | __main__ | Done ingesting price data for SIEMENS from e:\smarket\data-ingestion\scripts\..\data/stock_prices/siemens_historical_prices.json
2025-01-15 11:02:14 | INFO | __main__ | Ingesting 705 price rows for symbol=HEROMOTOCO (stock_id=55).
2025-01-15 11:02:20 | INFO | __main__ | Done ingesting price data for HEROMOTOCO from e:\smarket\data-ingestion\scripts\..\data/stock_prices/heromotoco_historical_prices.json
2025-01-15 11:02:20 | INFO | __main__ | Ingesting 705 price rows for symbol=HCLTECH (stock_id=52).
2025-01-15 11:02:26 | INFO | __main__ | Done ingesting price data for HCLTECH from e:\smarket\data-ingestion\scripts\..\data/stock_prices/hcltech_historical_prices.json
2025-01-15 11:02:26 | INFO | __main__ | Ingesting 705 price rows for symbol=BHARTIARTL (stock_id=53).
2025-01-15 11:02:32 | INFO | __main__ | Done ingesting price data for BHARTIARTL from e:\smarket\data-ingestion\scripts\..\data/stock_prices/bhartiartl_historical_prices.json
2025-01-15 11:02:32 | INFO | __main__ | Ingesting 705 price rows for symbol=BEL (stock_id=59).
2025-01-15 11:02:38 | INFO | __main__ | Done ingesting price data for BEL from e:\smarket\data-ingestion\scripts\..\data/stock_prices/bel_historical_prices.json
2025-01-15 11:02:38 | INFO | __main__ | Ingesting 705 price rows for symbol=BAJAJ-AUTO (stock_id=60).
2025-01-15 11:02:43 | INFO | __main__ | Done ingesting price data for BAJAJ-AUTO from e:\smarket\data-ingestion\scripts\..\data/stock_prices/bajaj-auto_historical_prices.json
2025-01-15 11:02:43 | INFO | __main__ | Ingesting 705 price rows for symbol=BANKBARODA (stock_id=57).
2025-01-15 11:02:49 | INFO | __main__ | Done ingesting price data for BANKBARODA from e:\smarket\data-ingestion\scripts\..\data/stock_prices/bankbaroda_historical_prices.json
2025-01-15 11:02:49 | INFO | __main__ | Ingesting 705 price rows for symbol=DABUR (stock_id=58).
2025-01-15 11:02:55 | INFO | __main__ | Done ingesting price data for DABUR from e:\smarket\data-ingestion\scripts\..\data/stock_prices/dabur_historical_prices.json
2025-01-15 11:02:55 | INFO | __main__ | Ingesting 635 price rows for symbol=LTIM (stock_id=64).
2025-01-15 11:03:00 | INFO | __main__ | Done ingesting price data for LTIM from e:\smarket\data-ingestion\scripts\..\data/stock_prices/ltim_historical_prices.json
